DHSID_EA,cname,year,lat,lon,n_asset,asset_index,n_water,water_index,cluster_id,adm1dhs,urban,path
IA-2015-7-00190948,IA,2015,24.114863088,80.7163818757,21.0,-0.98235732651123,21.0,3.571428571428572,190948,19,R,dhs_train/IA-2015-7-00190948.npz
IA-2015-7-00190949,IA,2015,23.6238772334,80.2916992443,20.0,-1.211936189461025,20.0,3.1,190949,19,R,dhs_train/IA-2015-7-00190949.npz
IA-2015-7-00190950,IA,2015,22.7155819939,77.727252058,22.0,2.468456097601982,22.0,3.363636363636364,190950,19,U,dhs_train/IA-2015-7-00190950.npz
IA-2015-7-00190951,IA,2015,24.5705843984,77.2033340015,22.0,-1.1638353392800826,22.0,3.3181818181818183,190951,19,R,dhs_train/IA-2015-7-00190951.npz
IA-2015-7-00190952,IA,2015,21.9303993456,75.7808584369,22.0,1.2735751167083778,22.0,4.545454545454546,190952,19,R,dhs_train/IA-2015-7-00190952.npz
IA-2015-7-00190953,IA,2015,22.5893452599,77.2001543961,22.0,-0.2817656823662406,22.0,3.5,190953,19,R,dhs_train/IA-2015-7-00190953.npz
IA-2015-7-00190954,IA,2015,21.9261335112,77.6732382865,20.0,-1.827232135030284,20.0,3.1,190954,19,R,dhs_train/IA-2015-7-00190954.npz
IA-2015-7-00190955,IA,2015,22.7085819178,75.839103789,22.0,2.899759043661013,22.0,4.363636363636363,190955,19,U,dhs_train/IA-2015-7-00190955.npz
IA-2015-7-00190957,IA,2015,23.3969099131,76.7215269323,22.0,2.703669713617624,22.0,4.636363636363637,190957,19,U,dhs_train/IA-2015-7-00190957.npz
IA-2015-7-00190958,IA,2015,26.4662060277,78.0097997904,22.0,0.5789999317299809,22.0,3.0,190958,19,U,dhs_train/IA-2015-7-00190958.npz
IA-2015-7-00190963,IA,2015,24.5176521515,77.6838945896,22.0,-1.6331843473435614,22.0,3.1818181818181817,190963,19,R,dhs_train/IA-2015-7-00190963.npz
IA-2015-7-00190964,IA,2015,25.3272058732,77.7966301885,22.0,-0.661670504338862,22.0,3.4545454545454546,190964,19,R,dhs_train/IA-2015-7-00190964.npz
IA-2015-7-00190965,IA,2015,22.7824225476,74.5967765033,22.0,-1.2005708142645797,22.0,4.181818181818182,190965,19,R,dhs_train/IA-2015-7-00190965.npz
IA-2015-7-00190966,IA,2015,24.4356722126,79.6596054212,21.0,-0.6522633097006973,21.0,3.619047619047619,190966,19,R,dhs_train/IA-2015-7-00190966.npz
IA-2015-7-00190967,IA,2015,23.6758487623,80.1612052576,20.0,-1.460034533360627,20.0,3.0,190967,19,R,dhs_train/IA-2015-7-00190967.npz
IA-2015-7-00190970,IA,2015,22.7238427728,75.8754328344,22.0,3.029520789781923,22.0,4.909090909090909,190970,19,U,dhs_train/IA-2015-7-00190970.npz
IA-2015-7-00190972,IA,2015,26.3885400374,78.2871708633,22.0,-0.3572720434269106,22.0,3.909090909090909,190972,19,R,dhs_train/IA-2015-7-00190972.npz
IA-2015-7-00190973,IA,2015,21.561402759,76.3325019662,22.0,1.6857363894975328,22.0,5.0,190973,19,U,dhs_train/IA-2015-7-00190973.npz
IA-2015-7-00190974,IA,2015,22.4975431832,75.3397333947,22.0,-2.064149060998932,22.0,3.6818181818181817,190974,19,R,dhs_train/IA-2015-7-00190974.npz
IA-2015-7-00190976,IA,2015,24.5791686615,75.0676773602,22.0,-0.9816711635722188,22.0,3.3181818181818183,190976,19,R,dhs_train/IA-2015-7-00190976.npz
IA-2015-7-00190978,IA,2015,22.9929395947,81.4256056744,22.0,-1.3639540302545277,22.0,3.0454545454545454,190978,19,R,dhs_train/IA-2015-7-00190978.npz
IA-2015-7-00190980,IA,2015,23.8313350114,79.4356188147,20.0,-0.2900816253492002,20.0,3.9,190980,19,U,dhs_train/IA-2015-7-00190980.npz
IA-2015-7-00190981,IA,2015,23.5999883695,76.9748977093,22.0,-1.0407633471030775,22.0,3.409090909090909,190981,19,R,dhs_train/IA-2015-7-00190981.npz
IA-2015-7-00190982,IA,2015,22.2719748389,80.74466063,21.0,-1.5683095205704736,21.0,3.4285714285714284,190982,19,R,dhs_train/IA-2015-7-00190982.npz
IA-2015-7-00190984,IA,2015,22.7604847025,78.5774011238,22.0,-0.5100248040961965,22.0,3.727272727272727,190984,19,R,dhs_train/IA-2015-7-00190984.npz
IA-2015-7-00190985,IA,2015,22.5498811204,81.2085114901,21.0,-1.5025506649630542,21.0,3.238095238095238,190985,19,R,dhs_train/IA-2015-7-00190985.npz
IA-2015-7-00190986,IA,2015,24.603522314,81.0789678446,21.0,-1.0035734291021192,21.0,3.2857142857142856,190986,19,R,dhs_train/IA-2015-7-00190986.npz
IA-2015-7-00190987,IA,2015,23.4260730975,80.9659080698,22.0,-1.8180068530544105,22.0,2.8181818181818183,190987,19,R,dhs_train/IA-2015-7-00190987.npz
IA-2015-7-00190988,IA,2015,22.8270606475,74.9687026567,22.0,-2.527687767225045,22.0,3.4545454545454546,190988,19,R,dhs_train/IA-2015-7-00190988.npz
IA-2015-7-00190989,IA,2015,23.1256229187,79.9070271302,19.0,2.111425271274912,19.0,4.789473684210527,190989,19,U,dhs_train/IA-2015-7-00190989.npz
IA-2015-7-00190990,IA,2015,25.2857609554,80.1535868436,21.0,-0.9950419577146404,21.0,3.333333333333333,190990,19,R,dhs_train/IA-2015-7-00190990.npz
IA-2015-7-00190991,IA,2015,22.7298219544,78.2972059962,22.0,0.2811659507901727,22.0,3.1818181818181817,190991,19,R,dhs_train/IA-2015-7-00190991.npz
IA-2015-7-00190992,IA,2015,23.093492235,78.5551142617,22.0,0.0199408379492633,22.0,3.272727272727273,190992,19,R,dhs_train/IA-2015-7-00190992.npz
IA-2015-7-00190996,IA,2015,23.7215776224,80.779143424,21.0,-0.5892134373320761,21.0,3.7142857142857135,190996,19,R,dhs_train/IA-2015-7-00190996.npz
IA-2015-7-00190997,IA,2015,26.3569908892,78.6936798789,22.0,-1.2601777286596236,22.0,3.227272727272727,190997,19,R,dhs_train/IA-2015-7-00190997.npz
IA-2015-7-00190998,IA,2015,24.2771873926,80.7548245103,20.0,1.8559740435714305,20.0,4.95,190998,19,U,dhs_train/IA-2015-7-00190998.npz
IA-2015-7-00190999,IA,2015,23.4477574586,76.2663989276,22.0,-0.7705775678987793,22.0,3.5,190999,19,R,dhs_train/IA-2015-7-00190999.npz
IA-2015-7-00191000,IA,2015,22.9873102386,79.3184859909,21.0,-0.0499345680702059,21.0,3.6666666666666665,191000,19,R,dhs_train/IA-2015-7-00191000.npz
IA-2015-7-00191001,IA,2015,21.231403977,76.2401665985,22.0,1.7896063427958746,22.0,4.909090909090909,191001,19,U,dhs_train/IA-2015-7-00191001.npz
IA-2015-7-00191002,IA,2015,23.5068374129,77.2739274398,22.0,1.1867308670716212,22.0,5.0,191002,19,R,dhs_train/IA-2015-7-00191002.npz
IA-2015-7-00191004,IA,2015,22.7156105447,77.9310948912,22.0,-0.2429065953255,22.0,3.636363636363636,191004,19,R,dhs_train/IA-2015-7-00191004.npz
IA-2015-7-00191005,IA,2015,24.2506047454,75.5894872195,22.0,-1.6745724512635711,22.0,3.136363636363636,191005,19,R,dhs_train/IA-2015-7-00191005.npz
IA-2015-7-00191007,IA,2015,22.6188213368,79.1711730093,21.0,-2.09002437954003,21.0,2.7142857142857144,191007,19,R,dhs_train/IA-2015-7-00191007.npz
IA-2015-7-00191008,IA,2015,25.7275070833,76.5362014786,22.0,-2.0225086598824094,22.0,4.0,191008,19,R,dhs_train/IA-2015-7-00191008.npz
IA-2015-7-00191009,IA,2015,24.3457257943,81.4623511176,22.0,-1.0458918059842062,22.0,3.136363636363636,191009,19,U,dhs_train/IA-2015-7-00191009.npz
IA-2015-7-00191010,IA,2015,21.7725146961,78.2747439367,21.0,2.328744588005524,21.0,4.761904761904762,191010,19,U,dhs_train/IA-2015-7-00191010.npz
IA-2015-7-00191012,IA,2015,23.0510539098,77.9725333774,22.0,-0.9996391475788718,22.0,3.727272727272727,191012,19,R,dhs_train/IA-2015-7-00191012.npz
IA-2015-7-00191013,IA,2015,21.9003457513,78.6811639686,21.0,-0.6168446168449809,21.0,3.238095238095238,191013,19,R,dhs_train/IA-2015-7-00191013.npz
IA-2015-7-00191014,IA,2015,23.9210800438,76.9166911366,22.0,1.6071724502799034,22.0,4.409090909090909,191014,19,U,dhs_train/IA-2015-7-00191014.npz
IA-2015-7-00191015,IA,2015,23.0292411514,79.5499044321,21.0,-0.6194430112617911,21.0,3.380952380952381,191015,19,R,dhs_train/IA-2015-7-00191015.npz
IA-2015-7-00191017,IA,2015,23.2479746161,75.1545222167,22.0,-1.1494910125314943,22.0,4.090909090909091,191017,19,R,dhs_train/IA-2015-7-00191017.npz
IA-2015-7-00191018,IA,2015,22.13362941,78.7648217243,22.0,1.65491524760897,22.0,3.5454545454545454,191018,19,U,dhs_train/IA-2015-7-00191018.npz
IA-2015-7-00191021,IA,2015,22.7033990451,75.9191984583,22.0,1.690747939320565,22.0,4.090909090909091,191021,19,U,dhs_train/IA-2015-7-00191021.npz
IA-2015-7-00191022,IA,2015,25.047973503,80.7196122949,22.0,-0.6960030216004769,22.0,3.4545454545454546,191022,19,R,dhs_train/IA-2015-7-00191022.npz
IA-2015-7-00191023,IA,2015,23.3572359856,77.7276914353,22.0,-1.784449308676219,22.0,3.0,191023,19,R,dhs_train/IA-2015-7-00191023.npz
IA-2015-7-00191025,IA,2015,21.6991407881,74.732659536,22.0,-2.483059032729523,22.0,3.136363636363636,191025,19,R,dhs_train/IA-2015-7-00191025.npz
IA-2015-7-00191027,IA,2015,25.862435851,77.4649688638,22.0,-2.0790339183907234,22.0,3.590909090909091,191027,19,R,dhs_train/IA-2015-7-00191027.npz
IA-2015-7-00191028,IA,2015,22.7189612429,75.8205886508,22.0,2.575246091028485,22.0,4.545454545454546,191028,19,U,dhs_train/IA-2015-7-00191028.npz
IA-2015-7-00191029,IA,2015,21.4445024493,76.4096128058,22.0,-0.5810544595342839,22.0,4.954545454545454,191029,19,U,dhs_train/IA-2015-7-00191029.npz
IA-2015-7-00191030,IA,2015,23.3559423743,80.8827653016,22.0,-1.0285392685568713,22.0,3.3181818181818183,191030,19,R,dhs_train/IA-2015-7-00191030.npz
IA-2015-7-00191031,IA,2015,22.4719630648,77.4793213753,22.0,1.5538759877285526,22.0,4.2727272727272725,191031,19,U,dhs_train/IA-2015-7-00191031.npz
IA-2015-7-00191033,IA,2015,24.1807002232,76.6457463808,22.0,-2.518597435597421,22.0,3.363636363636364,191033,19,R,dhs_train/IA-2015-7-00191033.npz
IA-2015-7-00191036,IA,2015,21.6738963291,78.1853673783,21.0,-0.7364606422055938,21.0,3.571428571428572,191036,19,R,dhs_train/IA-2015-7-00191036.npz
IA-2015-7-00191038,IA,2015,23.1659437386,81.767764442,21.0,0.4902241144713285,21.0,4.904761904761905,191038,19,U,dhs_train/IA-2015-7-00191038.npz
IA-2015-7-00191041,IA,2015,25.3942269258,77.2178294549,22.0,2.257552240506058,22.0,4.590909090909091,191041,19,U,dhs_train/IA-2015-7-00191041.npz
IA-2015-7-00191042,IA,2015,23.5208729353,77.6097018837,20.0,0.3221663746054889,20.0,3.2,191042,19,R,dhs_train/IA-2015-7-00191042.npz
IA-2015-7-00191043,IA,2015,21.9264751855,75.5973987819,22.0,-0.4300740033415002,22.0,4.409090909090909,191043,19,R,dhs_train/IA-2015-7-00191043.npz
IA-2015-7-00191045,IA,2015,23.8550245757,82.1791206079,22.0,-2.421351895116324,22.0,2.272727272727273,191045,19,R,dhs_train/IA-2015-7-00191045.npz
IA-2015-7-00191046,IA,2015,26.710421569,78.2177786001,22.0,2.656091355880162,22.0,4.2727272727272725,191046,19,U,dhs_train/IA-2015-7-00191046.npz
IA-2015-7-00191047,IA,2015,23.4202473285,80.7721058063,21.0,-1.4003355886461888,21.0,4.0,191047,19,R,dhs_train/IA-2015-7-00191047.npz
IA-2015-7-00191048,IA,2015,22.4198525003,76.2621827108,22.0,-0.8688715969418335,22.0,4.2727272727272725,191048,19,R,dhs_train/IA-2015-7-00191048.npz
IA-2015-7-00191049,IA,2015,23.0739402755,80.9864754583,20.0,-1.803183416696584,20.0,3.15,191049,19,R,dhs_train/IA-2015-7-00191049.npz
IA-2015-7-00191050,IA,2015,23.1796066512,75.5064682203,22.0,-0.5887660314831286,22.0,3.409090909090909,191050,19,R,dhs_train/IA-2015-7-00191050.npz
IA-2015-7-00191052,IA,2015,26.6810827023,78.3693794178,22.0,2.160690876190692,22.0,3.954545454545455,191052,19,U,dhs_train/IA-2015-7-00191052.npz
IA-2015-7-00191053,IA,2015,23.1932700819,77.0839069399,22.0,2.515487031635813,22.0,3.909090909090909,191053,19,U,dhs_train/IA-2015-7-00191053.npz
IA-2015-7-00191056,IA,2015,23.3949921738,75.6277660729,22.0,-1.4321295793688835,22.0,3.727272727272727,191056,19,R,dhs_train/IA-2015-7-00191056.npz
IA-2015-7-00191057,IA,2015,25.2104922239,78.7487785529,19.0,1.242227341753782,19.0,3.631578947368421,191057,19,U,dhs_train/IA-2015-7-00191057.npz
IA-2015-7-00191058,IA,2015,24.0500469655,78.0887433677,20.0,2.162218557713022,20.0,3.95,191058,19,U,dhs_train/IA-2015-7-00191058.npz
IA-2015-7-00191059,IA,2015,25.1646751904,78.3279018726,22.0,0.3826241283464436,22.0,4.454545454545454,191059,19,R,dhs_train/IA-2015-7-00191059.npz
IA-2015-7-00191061,IA,2015,24.0974612169,78.0857788425,22.0,-0.925194220835376,22.0,4.454545454545454,191061,19,R,dhs_train/IA-2015-7-00191061.npz
IA-2015-7-00191062,IA,2015,23.0974059513,80.5296172033,22.0,-2.166178780361386,22.0,3.0,191062,19,R,dhs_train/IA-2015-7-00191062.npz
IA-2015-7-00191063,IA,2015,24.7415365809,79.5845738843,20.0,-1.576591054871627,20.0,3.85,191063,19,R,dhs_train/IA-2015-7-00191063.npz
IA-2015-7-00191066,IA,2015,23.2464511977,75.3325775242,22.0,0.75893429244129,22.0,4.227272727272728,191066,19,R,dhs_train/IA-2015-7-00191066.npz
IA-2015-7-00191067,IA,2015,23.2113188654,81.9677026712,20.0,-0.7283390170402072,20.0,3.25,191067,19,U,dhs_train/IA-2015-7-00191067.npz
IA-2015-7-00191069,IA,2015,23.5489912511,80.1306609619,20.0,-1.0917325124229666,20.0,3.0,191069,19,R,dhs_train/IA-2015-7-00191069.npz
IA-2015-7-00191070,IA,2015,23.3652677582,80.988726916,21.0,-0.7304282005290255,21.0,4.190476190476191,191070,19,U,dhs_train/IA-2015-7-00191070.npz
IA-2015-7-00191072,IA,2015,23.5438310577,80.8509434424,20.0,2.4174559668456403,20.0,4.9,191072,19,U,dhs_train/IA-2015-7-00191072.npz
IA-2015-7-00191075,IA,2015,24.4234021438,80.3331652089,21.0,-2.074147741320576,21.0,3.571428571428572,191075,19,R,dhs_train/IA-2015-7-00191075.npz
IA-2015-7-00191076,IA,2015,21.9803667666,79.2806959822,22.0,-0.2881421410530787,22.0,4.5,191076,19,R,dhs_train/IA-2015-7-00191076.npz
IA-2015-7-00191078,IA,2015,25.753095059,78.5565463485,22.0,-0.3541983778970481,22.0,3.1818181818181817,191078,19,R,dhs_train/IA-2015-7-00191078.npz
IA-2015-7-00191081,IA,2015,21.4549188103,76.3968406594,22.0,1.8784765290346863,22.0,5.0,191081,19,U,dhs_train/IA-2015-7-00191081.npz
IA-2015-7-00191082,IA,2015,23.6189617437,79.8144393735,22.0,-1.7703356412218425,22.0,3.3181818181818183,191082,19,R,dhs_train/IA-2015-7-00191082.npz
IA-2015-7-00191083,IA,2015,22.1857063268,74.3585498836,22.0,-0.7855477842218316,22.0,3.363636363636364,191083,19,R,dhs_train/IA-2015-7-00191083.npz
IA-2015-7-00191084,IA,2015,24.318354255,77.7266635363,22.0,-0.5370662954713885,22.0,4.090909090909091,191084,19,U,dhs_train/IA-2015-7-00191084.npz
IA-2015-7-00191087,IA,2015,23.2779804183,81.6644227104,21.0,-1.4774313790477986,21.0,3.2857142857142856,191087,19,R,dhs_train/IA-2015-7-00191087.npz
IA-2015-7-00191089,IA,2015,23.4293238744,77.0883819454,21.0,0.106394522573256,21.0,4.0,191089,19,R,dhs_train/IA-2015-7-00191089.npz
IA-2015-7-00191091,IA,2015,21.9366985489,78.750540484,21.0,-0.4153045314740617,21.0,3.857142857142857,191091,19,R,dhs_train/IA-2015-7-00191091.npz
IA-2015-7-00191092,IA,2015,23.847729631,77.9423536601,22.0,1.7370532158224312,22.0,4.409090909090909,191092,19,U,dhs_train/IA-2015-7-00191092.npz
IA-2015-7-00191093,IA,2015,23.7458945006,80.6989787788,22.0,-0.76949309049703,22.0,3.363636363636364,191093,19,R,dhs_train/IA-2015-7-00191093.npz
IA-2015-7-00191095,IA,2015,22.180088037,74.674280415,22.0,-1.4966273183018777,22.0,3.909090909090909,191095,19,R,dhs_train/IA-2015-7-00191095.npz
IA-2015-7-00191096,IA,2015,22.1691092942,76.8626340942,22.0,2.423998198271107,22.0,4.318181818181818,191096,19,U,dhs_train/IA-2015-7-00191096.npz
IA-2015-7-00191098,IA,2015,21.8544302251,75.3413882505,22.0,-2.2621964849657274,22.0,3.636363636363636,191098,19,R,dhs_train/IA-2015-7-00191098.npz
IA-2015-7-00191099,IA,2015,23.3291269817,77.5307165919,22.0,0.1089015074995703,22.0,3.3181818181818183,191099,19,R,dhs_train/IA-2015-7-00191099.npz
IA-2015-7-00191101,IA,2015,24.6536564246,81.8733249318,21.0,-0.8263772901449743,21.0,3.4761904761904763,191101,19,R,dhs_train/IA-2015-7-00191101.npz
IA-2015-7-00191102,IA,2015,24.3995054826,80.2995170505,21.0,-1.3719775343657774,21.0,3.4761904761904763,191102,19,R,dhs_train/IA-2015-7-00191102.npz
IA-2015-7-00191103,IA,2015,22.9795364815,75.1681134187,22.0,-1.2524655476829094,22.0,3.727272727272727,191103,19,R,dhs_train/IA-2015-7-00191103.npz
IA-2015-7-00191104,IA,2015,24.8556941964,77.6947067619,22.0,-0.8501856154221479,22.0,3.136363636363636,191104,19,R,dhs_train/IA-2015-7-00191104.npz
IA-2015-7-00191105,IA,2015,22.7621256276,75.8597287205,22.0,3.1693622117030475,22.0,4.636363636363637,191105,19,U,dhs_train/IA-2015-7-00191105.npz
IA-2015-7-00191106,IA,2015,23.948835635,78.4076106722,21.0,-1.3406516193624354,21.0,3.2857142857142856,191106,19,R,dhs_train/IA-2015-7-00191106.npz
IA-2015-7-00191107,IA,2015,24.2459926194,82.562016532,22.0,-1.5669621717926678,22.0,3.272727272727273,191107,19,R,dhs_train/IA-2015-7-00191107.npz
IA-2015-7-00191108,IA,2015,24.693016124,78.8230361746,22.0,1.114251549512494,22.0,4.181818181818182,191108,19,R,dhs_train/IA-2015-7-00191108.npz
IA-2015-7-00191109,IA,2015,24.3762214017,81.4979535014,22.0,-0.9650087408642396,22.0,3.363636363636364,191109,19,R,dhs_train/IA-2015-7-00191109.npz
IA-2015-7-00191110,IA,2015,21.848434401,76.3678740254,22.0,1.3261831543468756,22.0,4.2727272727272725,191110,19,R,dhs_train/IA-2015-7-00191110.npz
IA-2015-7-00191111,IA,2015,23.7816826026,81.1119122929,19.0,0.4583985724346824,19.0,4.157894736842105,191111,19,R,dhs_train/IA-2015-7-00191111.npz
IA-2015-7-00191112,IA,2015,22.6066675782,80.3701891158,20.0,1.1860490797406813,20.0,4.7,191112,19,U,dhs_train/IA-2015-7-00191112.npz
IA-2015-7-00191113,IA,2015,22.4364112049,79.315847898,22.0,-1.1823219770633568,22.0,3.6818181818181817,191113,19,R,dhs_train/IA-2015-7-00191113.npz
IA-2015-7-00191114,IA,2015,23.3714216141,76.7222393663,22.0,2.660049274336427,22.0,4.863636363636363,191114,19,U,dhs_train/IA-2015-7-00191114.npz
IA-2015-7-00191116,IA,2015,26.6263403693,78.0530090715,22.0,-1.1963821221748747,22.0,3.0,191116,19,R,dhs_train/IA-2015-7-00191116.npz
IA-2015-7-00191117,IA,2015,23.4788577148,75.4718589879,22.0,-0.7890194337483706,22.0,3.6818181818181817,191117,19,R,dhs_train/IA-2015-7-00191117.npz
IA-2015-7-00191118,IA,2015,23.5220461451,77.7923142545,20.0,0.7739871116699628,20.0,3.3,191118,19,U,dhs_train/IA-2015-7-00191118.npz
IA-2015-7-00191119,IA,2015,21.3498958693,76.2256209379,22.0,-1.1187775597821266,22.0,4.590909090909091,191119,19,R,dhs_train/IA-2015-7-00191119.npz
IA-2015-7-00191120,IA,2015,22.7001072508,75.8753581964,22.0,3.1606407224536794,22.0,5.0,191120,19,U,dhs_train/IA-2015-7-00191120.npz
IA-2015-7-00191121,IA,2015,24.6002459466,75.0462800347,21.0,1.5525814018905528,21.0,4.809523809523809,191121,19,R,dhs_train/IA-2015-7-00191121.npz
IA-2015-7-00191122,IA,2015,22.9270781911,78.7957433804,22.0,1.2068073775252497,22.0,4.363636363636363,191122,19,U,dhs_train/IA-2015-7-00191122.npz
IA-2015-7-00191124,IA,2015,24.4521704531,75.7303258109,22.0,-0.7871592343548178,22.0,3.6818181818181817,191124,19,R,dhs_train/IA-2015-7-00191124.npz
IA-2015-7-00191125,IA,2015,22.9729213946,76.0551612496,22.0,2.599545730197472,22.0,4.2727272727272725,191125,19,U,dhs_train/IA-2015-7-00191125.npz
IA-2015-7-00191126,IA,2015,24.5832506013,77.1297578338,22.0,1.190760038438278,22.0,3.727272727272727,191126,19,U,dhs_train/IA-2015-7-00191126.npz
IA-2015-7-00191127,IA,2015,23.871506708,81.2463921946,22.0,-1.1839977863517428,22.0,4.181818181818182,191127,19,R,dhs_train/IA-2015-7-00191127.npz
IA-2015-7-00191128,IA,2015,23.0661699794,78.5164471453,22.0,2.0758386810857736,22.0,4.409090909090909,191128,19,U,dhs_train/IA-2015-7-00191128.npz
IA-2015-7-00191129,IA,2015,25.6391030594,77.1044387456,22.0,-1.6617696038591974,22.0,4.136363636363637,191129,19,R,dhs_train/IA-2015-7-00191129.npz
IA-2015-7-00191130,IA,2015,22.2525278604,75.840376612,22.0,-0.7978585319239618,22.0,3.863636363636364,191130,19,R,dhs_train/IA-2015-7-00191130.npz
IA-2015-7-00191131,IA,2015,22.7786979892,74.538989026,22.0,-1.6450930941349726,22.0,3.590909090909091,191131,19,R,dhs_train/IA-2015-7-00191131.npz
IA-2015-7-00191132,IA,2015,23.848327554,77.9333750476,20.0,-0.3063857363552569,20.0,4.0,191132,19,U,dhs_train/IA-2015-7-00191132.npz
IA-2015-7-00191133,IA,2015,25.077929327,80.238301934,21.0,-0.571017662951784,21.0,3.4761904761904763,191133,19,R,dhs_train/IA-2015-7-00191133.npz
IA-2015-7-00191135,IA,2015,24.4818239113,81.3952492817,22.0,-1.211636466430929,22.0,3.1818181818181817,191135,19,R,dhs_train/IA-2015-7-00191135.npz
IA-2015-7-00191136,IA,2015,21.798117838,79.962195688,21.0,0.4848326681218382,21.0,3.952380952380953,191136,19,R,dhs_train/IA-2015-7-00191136.npz
IA-2015-7-00191137,IA,2015,23.74655425,78.869100597,22.0,-1.638483476756431,22.0,3.227272727272727,191137,19,U,dhs_train/IA-2015-7-00191137.npz
IA-2015-7-00191138,IA,2015,25.0991168846,78.6598006056,22.0,-1.6903508443787894,22.0,3.954545454545455,191138,19,R,dhs_train/IA-2015-7-00191138.npz
IA-2015-7-00191139,IA,2015,24.7786447865,81.1370021354,22.0,-1.1878460427099629,22.0,3.772727272727273,191139,19,R,dhs_train/IA-2015-7-00191139.npz
IA-2015-7-00191140,IA,2015,24.583775407,80.8618913788,19.0,2.893374853917815,19.0,5.0,191140,19,U,dhs_train/IA-2015-7-00191140.npz
IA-2015-7-00191142,IA,2015,23.6864274444,77.696246725,20.0,-0.7978206172146741,20.0,3.65,191142,19,R,dhs_train/IA-2015-7-00191142.npz
IA-2015-7-00191143,IA,2015,22.5269066319,76.7057987639,22.0,-1.347411789942554,22.0,4.181818181818182,191143,19,U,dhs_train/IA-2015-7-00191143.npz
IA-2015-7-00191146,IA,2015,22.3281312723,80.9733902039,21.0,-1.1667936435368371,21.0,3.523809523809524,191146,19,R,dhs_train/IA-2015-7-00191146.npz
IA-2015-7-00191148,IA,2015,23.0420052298,74.8437510813,22.0,-0.1506028660939776,22.0,3.6818181818181817,191148,19,R,dhs_train/IA-2015-7-00191148.npz
IA-2015-7-00191150,IA,2015,22.631180538,75.2597285893,22.0,-0.2036224107668473,22.0,3.090909090909091,191150,19,R,dhs_train/IA-2015-7-00191150.npz
IA-2015-7-00191151,IA,2015,21.7103224089,74.6150033788,22.0,-0.9804415969672604,22.0,4.090909090909091,191151,19,R,dhs_train/IA-2015-7-00191151.npz
IA-2015-7-00191152,IA,2015,22.6750636686,79.9423149687,21.0,-0.4911088386669514,21.0,3.095238095238096,191152,19,U,dhs_train/IA-2015-7-00191152.npz
IA-2015-7-00191153,IA,2015,23.5030731258,77.095709016,22.0,-1.4808181386019028,22.0,3.863636363636364,191153,19,R,dhs_train/IA-2015-7-00191153.npz
IA-2015-7-00191154,IA,2015,25.5445213255,76.6487895754,22.0,-0.027906445775042,22.0,3.4545454545454546,191154,19,R,dhs_train/IA-2015-7-00191154.npz
IA-2015-7-00191156,IA,2015,23.1939409472,75.8315240798,22.0,1.22402532520207,22.0,3.0454545454545454,191156,19,U,dhs_train/IA-2015-7-00191156.npz
IA-2015-7-00191157,IA,2015,22.7411829573,77.7268324513,22.0,2.3227618450392145,22.0,3.5454545454545454,191157,19,U,dhs_train/IA-2015-7-00191157.npz
IA-2015-7-00191158,IA,2015,23.5155278703,74.9629464788,22.0,-1.1151210717823845,22.0,3.5,191158,19,R,dhs_train/IA-2015-7-00191158.npz
IA-2015-7-00191159,IA,2015,24.1917536688,75.6339430521,22.0,1.5568440212127184,22.0,4.590909090909091,191159,19,U,dhs_train/IA-2015-7-00191159.npz
IA-2015-7-00191160,IA,2015,23.4343989532,75.0407926863,22.0,0.7085252483034516,22.0,3.772727272727273,191160,19,R,dhs_train/IA-2015-7-00191160.npz
IA-2015-7-00191162,IA,2015,24.3221280036,77.2181251399,22.0,-1.0558737045878726,22.0,3.727272727272727,191162,19,R,dhs_train/IA-2015-7-00191162.npz
IA-2015-7-00191166,IA,2015,23.5055938698,75.969441614,22.0,-0.4027435533988846,22.0,3.909090909090909,191166,19,R,dhs_train/IA-2015-7-00191166.npz
IA-2015-7-00191168,IA,2015,21.4291831864,77.6132789326,19.0,-1.565873293928111,19.0,3.0,191168,19,R,dhs_train/IA-2015-7-00191168.npz
IA-2015-7-00191169,IA,2015,24.988859724,78.7948056616,22.0,-1.1621300880293777,22.0,3.090909090909091,191169,19,R,dhs_train/IA-2015-7-00191169.npz
IA-2015-7-00191170,IA,2015,21.4510465797,76.3959829269,22.0,1.407593351833924,22.0,5.0,191170,19,U,dhs_train/IA-2015-7-00191170.npz
IA-2015-7-00191171,IA,2015,24.2069866943,81.416984493,22.0,-0.6274424891501792,22.0,3.4545454545454546,191171,19,R,dhs_train/IA-2015-7-00191171.npz
IA-2015-7-00191172,IA,2015,26.1948844925,78.1594792081,20.0,2.4732304622798043,20.0,4.9,191172,19,U,dhs_train/IA-2015-7-00191172.npz
IA-2015-7-00191173,IA,2015,22.3425827168,77.0904072728,22.0,3.0990602438187635,22.0,4.818181818181818,191173,19,U,dhs_train/IA-2015-7-00191173.npz
IA-2015-7-00191174,IA,2015,21.5193293348,76.3637265154,22.0,2.256439697778137,22.0,4.909090909090909,191174,19,U,dhs_train/IA-2015-7-00191174.npz
IA-2015-7-00191175,IA,2015,23.5049314141,75.0667190704,22.0,-0.1710328244049861,22.0,4.681818181818182,191175,19,R,dhs_train/IA-2015-7-00191175.npz
IA-2015-7-00191176,IA,2015,23.3720544835,80.1609483531,21.0,-0.3410036453582791,21.0,4.333333333333333,191176,19,R,dhs_train/IA-2015-7-00191176.npz
